id
INT
INT.01-2017
INT.01-2017.BOGOTA
INT.01-2017.BOGOTA.BUENOS-AIRES-13272
INT.01-2017.BOGOTA.CANCUN-15737
INT.01-2017.BOGOTA.LIMA-19663
INT.01-2017.BOGOTA.MADRID-18404
INT.01-2017.BOGOTA.MEXICO-21101
INT.01-2017.BOGOTA.MIAMI-21764
INT.01-2017.BOGOTA.NEW-YORK-10929
INT.01-2017.BOGOTA.PANAMA-35437
INT.01-2017.BOGOTA.QUITO-15403
INT.01-2017.BOGOTA.SANTIAGO-15395
INT.01-2017.BOGOTA.SAO-PAULO-11035
INT.01-2017.CALI
INT.01-2017.CALI.PANAMA-11109
INT.01-2017.RIONEGRO-ANTIOQUIA
INT.01-2017.RIONEGRO-ANTIOQUIA.MIAMI-11866
INT.01-2017.RIONEGRO-ANTIOQUIA.PANAMA-19767
INT.02-2017
INT.02-2017.BOGOTA
INT.02-2017.BOGOTA.BUENOS-AIRES-12594
INT.02-2017.BOGOTA.LIMA-19390
INT.02-2017.BOGOTA.MADRID-15108
INT.02-2017.BOGOTA.MEXICO-16422
INT.02-2017.BOGOTA.MIAMI-15157
INT.02-2017.BOGOTA.PANAMA-27704
INT.02-2017.BOGOTA.QUITO-14765
INT.02-2017.BOGOTA.SANTIAGO-14829
INT.02-2017.RIONEGRO-ANTIOQUIA
INT.02-2017.RIONEGRO-ANTIOQUIA.PANAMA-12748
INT.03-2017
INT.03-2017.BOGOTA
INT.03-2017.BOGOTA.BUENOS-AIRES-14488
INT.03-2017.BOGOTA.LIMA-21689
INT.03-2017.BOGOTA.MADRID-15901
INT.03-2017.BOGOTA.MEXICO-18069
INT.03-2017.BOGOTA.MIAMI-16972
INT.03-2017.BOGOTA.PANAMA-30290
INT.03-2017.BOGOTA.QUITO-17234
INT.03-2017.BOGOTA.SANTIAGO-16301
INT.03-2017.RIONEGRO-ANTIOQUIA
INT.03-2017.RIONEGRO-ANTIOQUIA.MIAMI-12371
INT.03-2017.RIONEGRO-ANTIOQUIA.PANAMA-13892
INT.04-2017
INT.04-2017.BOGOTA
INT.04-2017.BOGOTA.BUENOS-AIRES-12493
INT.04-2017.BOGOTA.CANCUN-11730
INT.04-2017.BOGOTA.GUAYAQUIL-11891
INT.04-2017.BOGOTA.LIMA-19512
INT.04-2017.BOGOTA.MADRID-17143
INT.04-2017.BOGOTA.MEXICO-19468
INT.04-2017.BOGOTA.MIAMI-18144
INT.04-2017.BOGOTA.PANAMA-27949
INT.04-2017.BOGOTA.QUITO-16457
INT.04-2017.BOGOTA.SANTIAGO-13709
INT.04-2017.RIONEGRO-ANTIOQUIA
INT.04-2017.RIONEGRO-ANTIOQUIA.MIAMI-13272
INT.04-2017.RIONEGRO-ANTIOQUIA.PANAMA-14741
INT.05-2017
INT.05-2017.BOGOTA
INT.05-2017.BOGOTA.BUENOS-AIRES-12081
INT.05-2017.BOGOTA.CANCUN-11105
INT.05-2017.BOGOTA.GUAYAQUIL-10619
INT.05-2017.BOGOTA.LIMA-19342
INT.05-2017.BOGOTA.MADRID-19423
INT.05-2017.BOGOTA.MEXICO-17777
INT.05-2017.BOGOTA.MIAMI-18403
INT.05-2017.BOGOTA.PANAMA-28369
INT.05-2017.BOGOTA.QUITO-15666
INT.05-2017.BOGOTA.SANTIAGO-13799
INT.05-2017.RIONEGRO-ANTIOQUIA
INT.05-2017.RIONEGRO-ANTIOQUIA.MIAMI-13127
INT.05-2017.RIONEGRO-ANTIOQUIA.PANAMA-15667
INT.06-2017
INT.06-2017.BOGOTA
INT.06-2017.BOGOTA.BUENOS-AIRES-11630
INT.06-2017.BOGOTA.CANCUN-14353
INT.06-2017.BOGOTA.FORT-LAUDERDALE-10369
INT.06-2017.BOGOTA.GUAYAQUIL-10461
INT.06-2017.BOGOTA.LIMA-21680
INT.06-2017.BOGOTA.MADRID-22154
INT.06-2017.BOGOTA.MEXICO-20605
INT.06-2017.BOGOTA.MIAMI-21559
INT.06-2017.BOGOTA.NEW-YORK-12549
INT.06-2017.BOGOTA.PANAMA-27978
INT.06-2017.BOGOTA.QUITO-17694
INT.06-2017.BOGOTA.SANTIAGO-14140
INT.06-2017.RIONEGRO-ANTIOQUIA
INT.06-2017.RIONEGRO-ANTIOQUIA.MIAMI-13585
INT.06-2017.RIONEGRO-ANTIOQUIA.PANAMA-14025
INT.07-2017
INT.07-2017.BOGOTA
INT.07-2017.BOGOTA.BUENOS-AIRES-12138
INT.07-2017.BOGOTA.CANCUN-11009
INT.07-2017.BOGOTA.LIMA-19874
INT.07-2017.BOGOTA.MADRID-17842
INT.07-2017.BOGOTA.MEXICO-21776
INT.07-2017.BOGOTA.MIAMI-18038
INT.07-2017.BOGOTA.NEW-YORK-12527
INT.07-2017.BOGOTA.PANAMA-27366
INT.07-2017.BOGOTA.QUITO-17508
INT.07-2017.BOGOTA.SANTIAGO-13901
INT.07-2017.RIONEGRO-ANTIOQUIA
INT.07-2017.RIONEGRO-ANTIOQUIA.MIAMI-14312
INT.07-2017.RIONEGRO-ANTIOQUIA.PANAMA-12664
INT.08-2017
INT.08-2017.BOGOTA
INT.08-2017.BOGOTA.BUENOS-AIRES-13983
INT.08-2017.BOGOTA.CANCUN-11356
INT.08-2017.BOGOTA.GUAYAQUIL-11064
INT.08-2017.BOGOTA.LIMA-21049
INT.08-2017.BOGOTA.MADRID-18770
INT.08-2017.BOGOTA.MEXICO-22360
INT.08-2017.BOGOTA.MIAMI-20080
INT.08-2017.BOGOTA.NEW-YORK-12644
INT.08-2017.BOGOTA.PANAMA-29775
INT.08-2017.BOGOTA.QUITO-19626
INT.08-2017.BOGOTA.SANTIAGO-17126
INT.08-2017.BOGOTA.SAO-PAULO-10408
INT.08-2017.RIONEGRO-ANTIOQUIA
INT.08-2017.RIONEGRO-ANTIOQUIA.MIAMI-15154
INT.08-2017.RIONEGRO-ANTIOQUIA.PANAMA-15869
